Athlete,College Grade,Name of College,Coll Time,Year,College Conf,College All-Conf,College AA,Olympian,College Division,Event,,,,
Cathilyn McIntosh,,,,2019,Big East,0,0,0,D1,800m,,,,
Sami Corman,,,,2019,Big East,0,0,0,D1,800m,,,,
Millie Paladino,,,,2019,Big East,0,0,0,D1,800m,,,,
Emma Moravec,,,,2019,Big East,0,0,0,D1,800m,,,,
Amari Onque-Shabazz,,,,2019,Big East,0,0,0,D1,800m,,,,
Gizzo Del,,,,2019,Big East,0,0,0,D1,800m,,,,
Reilly Siebert,,,,2019,Big East,0,0,0,D1,800m,,,,
Lorie Cashdollar,,,,2019,Big East,0,0,0,D1,800m,,,,
Mary Hanson,,,,2019,Big East,0,0,0,D1,800m,,,,
Margaret Hastings,,,,2019,Big East,0,0,0,D1,800m,,,,
Olivia Arizin,,,,2019,Big East,0,0,0,D1,800m,,,,
Amy Gasperlin,,,,2019,Big East,0,0,0,D1,800m,,,,
Emily Noone,,,,2019,Big East,0,0,0,D1,800m,,,,
Hannah Russell,,,,2019,Big East,0,0,0,D1,800m,,,,
Josephine Thestrup,,,,2019,Big East,0,0,0,D1,800m,,,,
Abby Fioresi,,,,2019,Big East,0,0,0,D1,800m,,,,
Corinna Pena,,,,2019,Big East,0,0,0,D1,800m,,,,
Lizzie DeJoie,,,,2019,Big East,0,0,0,D1,800m,,,,
Dana Lowney,,,,2019,Big East,0,0,0,D1,800m,,,,
Anna Ramsey,,,,2019,Big East,0,0,0,D1,800m,,,,
Morgan Irish,,,,2019,Big East,0,0,0,D1,800m,,,,
Grace Dargiewicz,,,,2019,Big East,0,0,0,D1,800m,,,,
Kalina Gardiner,,,,2019,Big East,0,0,0,D1,800m,,,,
Miranda Rea,,,,2019,Big East,0,0,0,D1,800m,,,,
Josette Norris,,,,2019,Big East,1,0,0,D1,1500m,,,,
Nicole Hutchinson,,,,2019,Big East,0,0,0,D1,1500m,,,,
Millie Paladino,,,,2019,Big East,1,0,0,D1,1500m,,,,
Rachel McArthur,,,,2019,Big East,0,0,0,D1,1500m,,,,
Caroline Alcorta,,,,2019,Big East,0,0,0,D1,1500m,,,,
Brianna Ilarda,,,,2019,Big East,0,0,0,D1,1500m,,,,
Lauren Ryan,,,,2019,Big East,1,0,0,D1,1500m,,,,
Josephine Thestrup,,,,2019,Big East,0,0,0,D1,1500m,,,,
Sami Corman,,,,2019,Big East,0,0,0,D1,1500m,,,,
Abbey Wheeler,,,,2019,Big East,0,0,0,D1,1500m,,,,
Sammy Bockoven,,,,2019,Big East,0,0,0,D1,1500m,,,,
Katie Dammer,,,,2019,Big East,0,0,0,D1,1500m,,,,
Ann Campbell,,,,2019,Big East,0,0,0,D1,1500m,,,,
Lydia Olivere,,,,2019,Big East,0,0,0,D1,1500m,,,,
Reilly Siebert,,,,2019,Big East,0,0,0,D1,1500m,,,,
Mia Beckham,,,,2019,Big East,0,0,0,D1,1500m,,,,
Anna Kostarellis,,,,2019,Big East,0,0,0,D1,1500m,,,,
Rachel Sessa,,,,2019,Big East,0,0,0,D1,1500m,,,,
Regan Rome,,,,2019,Big East,0,0,0,D1,1500m,,,,
Angelina Ellis,,,,2019,Big East,0,0,0,D1,1500m,,,,
Corinna Pena,,,,2019,Big East,0,0,0,D1,1500m,,,,
Mary Hanson,,,,2019,Big East,0,0,0,D1,1500m,,,,
Margo Hornocker,,,,2019,Big East,0,0,0,D1,1500m,,,,
Katherine Modrall,,,,2019,Big East,0,0,0,D1,1500m,,,,
Emily Foley,,,,2019,Big East,0,0,0,D1,1500m,,,,
Linnea Saltz,,,,2019,Big Sky,1,0,0,D1,800m,,,,
Maggie Carruth,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Cammy Sargent,,,,2019,Big Sky,1,0,0,D1,800m,,,,
Amy Quinones,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Madeline Hamilton,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Kaleala Bass,,,,2019,Big Sky,1,0,0,D1,800m,,,,
Carly Smiedala,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Krista Story,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Kara Story,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Megan Franz,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Melanie Loff,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Sharlie Dimick,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Patricia Carlson,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Maryn Lowry,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Mary Marshall,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Delaney Rasmussen,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Shayla Henderson,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Anna Pecha,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Kendra Larson,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Isabella Williams,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Alison Pray,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Erica Pecha,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Angie Nickerson,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Michelle Pratt,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Ashley Vanvleet,,,,2019,Big Sky,0,0,0,D1,800m,,,,
Shilah Bedingfield,,,,2019,Big Sky,1,0,0,D1,400m,,,,
Jasmine Malone,,,,2019,Big Sky,1,0,0,D1,400m,,,,
Linnea Saltz,,,,2019,Big Sky,0,0,0,D1,400m,,,,
McKenna Ramsay,,,,2019,Big Sky,1,0,0,D1,400m,,,,
Mikayla Revera,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Miracle Onyemaobi,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Kate Sorensen,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Elisabeth Krieger,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Kelsi Schuetz,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Cassidy Zurn,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Laura Kehr,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Maggie Carruth,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Haile Norred,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Kaleala Bass,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Olivia Holmes,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Ashley Vanvleet,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Peyton Green,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Courtney Stromme,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Jasmin Correa-Gonazalez,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Ami Njadoe,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Lauren Paven,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Clarissa Maxey,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Helena McLeod,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Emily Barnes,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Jada Jackson,,,,2019,Big Sky,0,0,0,D1,400m,,,,
Sharlie Dimick,,,,2019,Big Sky,1,0,0,D1,1500m,,,,
Angie Nickerson,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Pipi Eitel,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Amy Quinones,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Maryn Lowry,,,,2019,Big Sky,1,0,0,D1,1500m,,,,
Hannah Behunin,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Alison Pray,,,,2019,Big Sky,1,0,0,D1,1500m,,,,
Jenica Dodge,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Delaney Rasmussen,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Maggie Carruth,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Kara Story,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Cagnei Duncan,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
MarLee Mitchell,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Malaina Thacker,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Ashley Gibson,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Camila Noe,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Madeline Hamilton,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Krista Story,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Emma Sjolund,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Andrea Condie,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Alexi Kyro,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Isabella Williams,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Morgan Porcaro,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Patricia Carlson,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Sarah Medved,,,,2019,Big Sky,0,0,0,D1,1500m,,,,
Juannae Lewis,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Abike Egbeniyi,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Aneesa SCOTT,,,,2019,Conference USA,1,0,0,D1,400m,,,,
Maya Singletary,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Joycelyn Assafuah,,,,2019,Conference USA,1,0,0,D1,400m,,,,
Kristen Williams,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Rian Robinson,,,,2019,Conference USA,1,0,0,D1,400m,,,,
Kiana Lee,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Chenelle Ricketts,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Darionne Gibson,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Madison Gibson,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Terneka Gibson,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Brandy Elysee,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Erin Wilson,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Elia Nero,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Talor Wilkerson,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Lauryn McCOLLUM,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Lilian Koech,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Jenae Ambrose,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Artesha RICHARDSON,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Cemere Petty,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Patience Akanwogba,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Jasmine Parquet,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Taylor Harris,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Sierra Andres,,,,2019,Conference USA,0,0,0,D1,400m,,,,
Lilian Koech,,,,2019,Conference USA,1,0,0,D1,800m,,,,
Abike Egbeniyi,,,,2019,Conference USA,1,1,0,D1,800m,,,,
Eusila Chepkemei,,,,2019,Conference USA,1,0,0,D1,800m,,,,
Carolyne Chepkosgei,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Patience Akanwogba,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Sandra Szpott,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Daira Deicmane,,,,2019,Conference USA,0,0,0,D1,800m,,,,
D'Amani Bryant,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Cele Moon,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Quanisha Marshall,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Hannah Bablak,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Mikaela Jonsson,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Marielle Lewis,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Bridget Abbatiello,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Regen McGee,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Darrian Johnson,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Rahel Gebretsadik,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Serena Martinez,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Sabrina Quijano,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Brooke Lomax,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Mary Neal,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Megan Giovanniello,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Nicole Mitchell,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Brooke Butterfield,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Sarah Bever,,,,2019,Conference USA,0,0,0,D1,800m,,,,
Lilian Koech,,,,2019,Conference USA,1,0,0,D1,1500m,,,,
Eusila Chepkemei,,,,2019,Conference USA,1,0,0,D1,1500m,,,,
Carolyne Chepkosgei,,,,2019,Conference USA,1,0,0,D1,1500m,,,,
Sandra Szpott,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Rea ISELI,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Emily Drouin,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Regen McGee,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Joice Jebor,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Savannah McMillon,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Chandler Horton,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Taylor Brown,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Monika Gebarzewska,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Ryann Helmers,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Patience Akanwogba,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Alyssa Balandran,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Serena Martinez,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Mary Neal,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Sherilene Gelderblom,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Elizabeth Wellman,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Bridget Abbatiello,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Mikaela Jonsson,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Theresa Harto,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Aubrey Schmidt,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Lina May,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Amber Boyd,,,,2019,Conference USA,0,0,0,D1,1500m,,,,
Tori Ray,,,,2019,MEAC,1,1,0,D1,400m,,,,
Annastacia Barham,,,,2019,MEAC,1,0,0,D1,400m,,,,
Sun-Sara Williams,,,,2019,MEAC,1,0,0,D1,400m,,,,
Malika Pride,,,,2019,MEAC,0,0,0,D1,400m,,,,
Ozioma Scott,,,,2019,MEAC,0,0,0,D1,400m,,,,
Asia Joe,,,,2019,MEAC,0,0,0,D1,400m,,,,
Olivia Andrews,,,,2019,MEAC,0,0,0,D1,400m,,,,
Oneillia Fuller,,,,2019,MEAC,0,0,0,D1,400m,,,,
Martha Bissah,,,,2019,MEAC,0,0,0,D1,400m,,,,
Kristoni Barnes,,,,2019,MEAC,0,0,0,D1,400m,,,,
Oluchi Ike,,,,2019,MEAC,0,0,0,D1,400m,,,,
Carlandra Jones,,,,2019,MEAC,0,0,0,D1,400m,,,,
Infinnatie Rowe,,,,2019,MEAC,0,0,0,D1,400m,,,,
Dinedye Denis,,,,2019,MEAC,0,0,0,D1,400m,,,,
Cambrea Sturgis,,,,2019,MEAC,0,0,0,D1,400m,,,,
Valencia McDowell,,,,2019,MEAC,0,0,0,D1,400m,,,,
Payton Russell,,,,2019,MEAC,0,0,0,D1,400m,,,,
Kaliece Pinckney,,,,2019,MEAC,0,0,0,D1,400m,,,,
Lonzetta Simpkins,,,,2019,MEAC,0,0,0,D1,400m,,,,
Sydney Benson,,,,2019,MEAC,0,0,0,D1,400m,,,,
Janee Quailes,,,,2019,MEAC,0,0,0,D1,400m,,,,
Ivonna Hoskins,,,,2019,MEAC,0,0,0,D1,400m,,,,
Erykah Jerome,,,,2019,MEAC,0,0,0,D1,400m,,,,
Kiana Seabrook,,,,2019,MEAC,0,0,0,D1,400m,,,,
Cathryn Lane,,,,2019,MEAC,0,0,0,D1,400m,,,,
Martha Bissah,,,,2019,MEAC,1,1,0,D1,800m,,,,
Kristoni Barnes,,,,2019,MEAC,1,0,0,D1,800m,,,,
Valencia McDowell,,,,2019,MEAC,1,0,0,D1,800m,,,,
Infinnatie Rowe,,,,2019,MEAC,0,0,0,D1,800m,,,,
Tatiana Ogundeko,,,,2019,MEAC,0,0,0,D1,800m,,,,
Sydney Benson,,,,2019,MEAC,0,0,0,D1,800m,,,,
G'Jasmyne Butler,,,,2019,MEAC,0,0,0,D1,800m,,,,
Neus Quinonero,,,,2019,MEAC,0,0,0,D1,800m,,,,
Monzerad Creary,,,,2019,MEAC,0,0,0,D1,800m,,,,
Melanie White,,,,2019,MEAC,0,0,0,D1,800m,,,,
Shalah Means,,,,2019,MEAC,0,0,0,D1,800m,,,,
Destiny Stanford,,,,2019,MEAC,0,0,0,D1,800m,,,,
Kaliece Pinckney,,,,2019,MEAC,0,0,0,D1,800m,,,,
Asia Joe,,,,2019,MEAC,0,0,0,D1,800m,,,,
Arianna Krcik,,,,2019,MEAC,0,0,0,D1,800m,,,,
Sylvia Okafor,,,,2019,MEAC,0,0,0,D1,800m,,,,
Camille Martin,,,,2019,MEAC,0,0,0,D1,800m,,,,
Amirah Jones,,,,2019,MEAC,0,0,0,D1,800m,,,,
Ashley Jean-Raymond,,,,2019,MEAC,0,0,0,D1,800m,,,,
Bernita Brown,,,,2019,MEAC,0,0,0,D1,800m,,,,
Dana Roberts,,,,2019,MEAC,0,0,0,D1,800m,,,,
Thea Shaw,,,,2019,MEAC,0,0,0,D1,800m,,,,
Zakyrah Haynie,,,,2019,MEAC,0,0,0,D1,800m,,,,
Mercy Chemutai,,,,2019,MEAC,0,0,0,D1,800m,,,,
Ed'Quisha Alvin,,,,2019,MEAC,0,0,0,D1,800m,,,,
Martha Bissah,,,,2019,MEAC,1,0,0,D1,1500m,,,,
Neus Quinonero,,,,2019,MEAC,1,0,0,D1,1500m,,,,
Tatiana Ogundeko,,,,2019,MEAC,1,0,0,D1,1500m,,,,
Mercy Rotich,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Destiny Stanford,,,,2019,MEAC,0,0,0,D1,1500m,,,,
G'Jasmyne Butler,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Infinnatie Rowe,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Deja Davis,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Melanie White,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Shalah Means,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Emmax Kiplagat,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Fridah Koech,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Valencia McDowell,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Kristoni Barnes,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Zakyrah Haynie,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Mercy Chemutai,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Nikyia Wooten,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Monzerad Creary,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Ashley Jean-Raymond,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Caroline Samoei,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Katarzyna Rosikon,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Ashah Koech,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Brittany Gill,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Rachel Field,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Camille Martin,,,,2019,MEAC,0,0,0,D1,1500m,,,,
Kaelin Roberts,,,,2019,Pac 12,1,0,0,D1,400m,,,,
Kyra Constantine,,,,2019,Pac 12,1,1,0,D1,400m,,,,
Hannah Waller,,,,2019,Pac 12,1,1,0,D1,400m,,,,
Briyahna DesRosiers,,,,2019,Pac 12,0,1,0,D1,400m,,,,
Meleni Rodney,,,,2019,Pac 12,0,1,0,D1,400m,,,,
Bailey Lear,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Tatum Waggoner,,,,2019,Pac 12,0,1,0,D1,400m,,,,
Venessa D'Arpino,,,,2019,Pac 12,0,1,0,D1,400m,,,,
Gabby Scott,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Diana Gajda,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Ashlan Best,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Karolina Pahlitzsch,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Shannon Meisberger,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Zion Corrales-Nelson,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Carolyn Wilson,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Imani Apostol,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Missy Mongiovi,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Josephine Anokye,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Skyler Blair,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Jackie Martin,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Rebecca Croft,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Kayla Richardson,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Dakota Stanly,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Brooklyn James,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Bianca Tinoco,,,,2019,Pac 12,0,0,0,D1,400m,,,,
Susan Ejore,,,,2019,Pac 12,1,1,0,D1,800m,,,,
Elissa Mann,,,,2019,Pac 12,1,0,0,D1,800m,,,,
Rebecca Croft,,,,2019,Pac 12,0,1,0,D1,800m,,,,
Alyssa Brewer,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Jemima Russell,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Carolyn Wilson,,,,2019,Pac 12,1,0,0,D1,800m,,,,
Taylor Chiotti,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Sarah Newton,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Bianca Tinoco,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Karina Mann,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Jessica Hull,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Brooke Manson,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Hannah Derby,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Jordyn Colter,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Mina Anglero,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Nicole Goecke,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Kelly Makin,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Natalie Ackerley,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Brooklyn James,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Julia Heymach,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Whitney Hessler,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Mari Friedman,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Zorana Grujic,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Kaili Keefe,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Sarah Feeny,,,,2019,Pac 12,0,0,0,D1,800m,,,,
Jessica Hull,,,,2019,Pac 12,1,1,0,D1,1500m,,,,
Jessica Lawson,,,,2019,Pac 12,1,0,0,D1,1500m,,,,
Ella Donaghu,,,,2019,Pac 12,1,1,0,D1,1500m,,,,
Sarah Feeny,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Allie Schadler,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Dani Jones,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Katie Rainsberger,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Karina Mann,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Julia Heymach,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Susan Ejore,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Jordan Oakes,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Makena Morley,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Anna Maxwell,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Taylor Chiotti,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Bianca Tinoco,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Fiona O'Keeffe,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Abbie McNulty,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Mina Anglero,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Annie Hill,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Madison Boreman,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Tabor Scholl,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Sarah Newton,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Christina Rice,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Kamryn Weber,,,,2019,Pac 12,0,0,0,D1,1500m,,,,
Wadeline Jonathas,,,,2019,SEC,1,1,0,D1,400m,,,,
Sharrika Barnett,,,,2019,SEC,0,1,0,D1,400m,,,,
Chloe Abbott,,,,2019,SEC,0,1,0,D1,400m,,,,
Kethlin Campbell,,,,2019,SEC,1,1,0,D1,400m,,,,
Aliyah Abrams,,,,2019,SEC,0,1,0,D1,400m,,,,
Syaira Richardson,,,,2019,SEC,1,1,0,D1,400m,,,,
Natassha McDonald,,,,2019,SEC,0,1,0,D1,400m,,,,
Doneisha Anderson,,,,2019,SEC,0,0,0,D1,400m,,,,
Stephanie Davis,,,,2019,SEC,0,0,0,D1,400m,,,,
Tierra Robinson-Jones,,,,2019,SEC,0,1,0,D1,400m,,,,
Taylor Manson,,,,2019,SEC,0,1,0,D1,400m,,,,
Jaevin Reed,,,,2019,SEC,0,0,0,D1,400m,,,,
Katie Funcheon,,,,2019,SEC,0,1,0,D1,400m,,,,
Takyera Roberson,,,,2019,SEC,0,0,0,D1,400m,,,,
Mauricia Prieto,,,,2019,SEC,0,0,0,D1,400m,,,,
Paris Peoples,,,,2019,SEC,0,0,0,D1,400m,,,,
Lenysse Dyer,,,,2019,SEC,0,0,0,D1,400m,,,,
Magee Burks,,,,2019,SEC,0,0,0,D1,400m,,,,
Kiya Oviosun,,,,2019,SEC,0,0,0,D1,400m,,,,
Martina Weil,,,,2019,SEC,0,0,0,D1,400m,,,,
Rachel Misher,,,,2019,SEC,0,0,0,D1,400m,,,,
D'Jai Baker,,,,2019,SEC,0,0,0,D1,400m,,,,
Sydney Hammit,,,,2019,SEC,0,0,0,D1,400m,,,,
Jarra Owens,,,,2019,SEC,0,0,0,D1,400m,,,,
Amber Tanner,,,,2019,SEC,0,0,0,D1,400m,,,,
Jazmine Fray,,,,2019,SEC,1,1,0,D1,800m,,,,
Ersula Farrow,,,,2019,SEC,1,1,0,D1,800m,,,,
Amber Tanner,,,,2019,SEC,0,1,0,D1,800m,,,,
Gabrielle Wilkinson,,,,2019,SEC,0,1,0,D1,800m,,,,
Alon Lewis,,,,2019,SEC,0,1,0,D1,800m,,,,
